# uptime_s cap_pct v_uV cur_uA temp_dC bl_power status
47942.02 79 3956581 -56762 266 4 Discharging
47952.10 79 3942178 -118408 266 4 Discharging
47962.19 79 3937701 -130157 266 4 Discharging
47972.35 79 3925439 -174865 266 4 Discharging
47982.43 79 3956776 -66680 266 4 Discharging
47992.51 79 3955413 -65918 266 4 Discharging
48002.61 79 3957943 -54779 266 4 Discharging
48012.68 79 3956776 -58898 266 4 Discharging
48022.77 79 3907143 -318603 266 4 Discharging
48032.86 79 3934198 -218811 266 4 Discharging
48042.95 79 3933808 -153350 266 4 Discharging
48053.02 79 3949185 -60577 266 4 Discharging
48063.25 79 3948601 -76904 266 4 Discharging
48073.50 79 3943346 -158233 266 4 Discharging
48083.64 79 3954440 -55847 266 4 Discharging
48093.73 79 3940037 -81939 266 4 Discharging
48103.80 79 3945876 -62103 266 4 Discharging
48113.87 79 3936144 -130462 266 4 Discharging
48123.96 79 3913372 -174560 266 4 Discharging
48134.04 79 3953467 -142974 266 4 Discharging
48144.12 79 3956192 -54931 266 4 Discharging
48154.21 79 3956386 -55694 266 4 Discharging
48164.30 79 3945681 -123901 266 4 Discharging
48174.38 79 3934198 -150299 266 4 Discharging
48184.46 79 3928553 -181884 266 4 Discharging
48194.53 79 3918432 -181884 267 4 Discharging
48204.62 79 3935171 -137024 266 4 Discharging
48214.69 79 3947238 -110778 266 4 Discharging
48224.77 79 3955024 -55542 266 4 Discharging
48234.87 79 3953077 -55236 266 4 Discharging
48244.94 79 3941789 -122833 266 4 Discharging
48255.03 79 3928359 -165710 266 4 Discharging
48265.12 79 3930500 -128784 266 4 Discharging
48275.20 79 3908700 -317535 267 4 Discharging
48285.27 79 3954635 -55389 266 4 Discharging
48295.36 79 3945292 -55847 266 4 Discharging
48305.44 79 3951715 -169067 266 4 Discharging
48315.52 79 3951520 -55389 266 4 Discharging
48325.61 79 3951910 -59661 266 4 Discharging
48335.72 79 3900720 -247955 266 4 Discharging
48345.79 79 3919795 -152588 266 4 Discharging
48355.87 79 3952104 -56152 266 4 Discharging
48365.94 79 3939648 -103912 266 4 Discharging
48376.01 79 3950742 -55999 266 4 Discharging
48386.08 79 3938090 -150299 266 4 Discharging
48396.18 79 3949379 -64392 266 4 Discharging
48406.25 79 3924855 -175628 266 4 Discharging
48416.32 79 3910063 -221557 266 4 Discharging
48426.39 79 3952299 -56610 266 4 Discharging
48436.49 79 3936533 -111694 266 4 Discharging
48446.58 79 3950742 -56152 265 4 Discharging
48456.67 79 3942178 -102386 265 4 Discharging
48466.74 79 3950353 -55236 265 4 Discharging
48476.83 79 3945681 -65002 265 4 Discharging
48486.90 79 3927775 -134887 265 4 Discharging
48496.99 79 3941205 -110931 265 4 Discharging
48507.07 79 3936144 -82092 265 4 Discharging
48517.15 79 3950742 -56152 265 4 Discharging
48527.23 79 3951131 -55389 265 4 Discharging
48537.33 79 3950353 -55542 265 4 Discharging
48547.40 79 3948601 -55999 264 4 Discharging
48557.48 79 3903056 -255737 265 4 Discharging
48567.55 79 3923687 -141143 265 4 Discharging
48577.63 79 3909673 -206298 264 4 Discharging
48587.70 79 3949769 -55847 265 4 Discharging
48597.78 79 3940426 -97503 264 4 Discharging
48607.85 79 3934782 -103607 264 4 Discharging
48617.93 79 3947238 -55236 264 4 Discharging
48628.03 79 3943930 -55847 264 4 Discharging
48638.11 79 3925050 -164032 264 4 Discharging
48648.18 79 3927580 -151825 263 4 Discharging
48658.28 79 3939453 -106048 263 4 Discharging
48668.37 79 3949379 -56762 263 4 Discharging
48678.43 79 3943930 -54931 263 4 Discharging
48688.53 79 3933224 -126800 263 4 Discharging
48698.62 79 3943735 -55999 263 4 Discharging
48708.70 79 3926218 -139770 263 4 Discharging
48718.78 78 3926607 -132446 263 4 Discharging
48728.88 78 3930500 -169067 263 4 Discharging
48738.96 78 3948990 -55389 263 4 Discharging
48749.04 78 3944708 -54931 262 4 Discharging
48759.14 78 3939842 -59204 263 4 Discharging
48769.21 78 3941205 -66528 262 4 Discharging
48779.29 78 3923882 -134124 263 4 Discharging
48789.37 78 3947238 -55542 262 4 Discharging
48799.44 78 3913955 -229492 262 4 Discharging
48809.54 78 3948017 -57067 262 4 Discharging
48819.62 78 3945292 -69580 262 4 Discharging
48829.71 78 3921546 -136413 261 4 Discharging
48839.78 78 3943151 -55542 261 4 Discharging
48849.85 78 3905781 -199127 262 4 Discharging
48859.94 78 3944903 -56304 261 4 Discharging
48870.01 78 3941983 -56152 261 4 Discharging
48880.09 78 3913761 -216217 261 4 Discharging
48890.17 78 3926801 -159301 261 4 Discharging
48900.26 78 3918237 -155792 261 4 Discharging
48910.33 78 3941399 -56610 261 4 Discharging
48920.40 78 3916096 -138549 261 4 Discharging
48930.48 78 3946071 -55236 261 4 Discharging
48940.57 78 3919795 -157165 261 4 Discharging
48950.65 78 3931278 -146637 261 4 Discharging
48960.74 78 3905197 -216217 261 4 Discharging
48970.82 78 3924271 -167541 261 4 Discharging
48980.91 78 3934976 -101776 261 4 Discharging
48990.97 78 3916680 -136413 261 4 Discharging
49001.06 78 3912204 -161895 261 4 Discharging
49011.14 78 3942762 -55847 261 4 Discharging
49021.22 78 3927385 -110626 260 4 Discharging
49031.31 78 3925439 -111236 260 4 Discharging
49041.36 78 3913177 -227661 261 4 Discharging
49051.45 78 3919989 -166931 260 4 Discharging
49061.53 78 3919989 -132293 260 4 Discharging
49071.61 78 3904029 -181427 260 4 Discharging
49081.69 78 3943346 -55847 260 4 Discharging
49091.77 78 3941789 -55694 260 4 Discharging
49101.86 78 3941983 -55084 260 4 Discharging
49111.94 78 3941010 -54473 259 4 Discharging
49122.02 78 3914734 -286102 259 4 Discharging
49132.12 78 3916291 -133667 259 4 Discharging
49142.20 78 3909090 -183105 259 4 Discharging
49152.27 78 3941010 -114288 259 4 Discharging
49162.35 78 3942178 -55999 259 4 Discharging
49172.45 78 3941983 -55236 259 4 Discharging
49182.53 78 3939258 -55389 258 4 Discharging
49192.61 78 3941010 -54779 259 4 Discharging
49202.69 78 3920184 -176544 258 4 Discharging
49212.78 78 3909284 -197143 258 4 Discharging
49222.87 78 3907727 -225067 258 4 Discharging
49232.94 78 3914539 -189056 258 4 Discharging
49243.03 78 3941789 -55236 258 4 Discharging
49253.09 78 3941399 -55542 258 4 Discharging
49263.17 78 3940037 -55542 258 4 Discharging
49273.25 78 3939258 -54779 258 4 Discharging
49283.33 78 3906170 -202636 258 4 Discharging
49293.41 78 3915513 -136718 258 4 Discharging
49303.48 78 3882814 -196228 258 4 Discharging
49313.56 78 3936533 -86517 257 4 Discharging
49323.64 78 3940231 -56304 257 4 Discharging
49333.72 78 3939453 -57525 257 4 Discharging
49343.79 78 3931473 -61798 257 4 Discharging
49353.87 78 3935949 -55694 257 4 Discharging
49363.93 78 3917070 -135955 257 4 Discharging
49374.00 78 3906559 -197906 257 4 Discharging
49384.08 78 3918237 -235901 257 4 Discharging
49394.15 78 3932057 -114593 257 4 Discharging
49404.23 78 3936728 -89263 257 4 Discharging
49414.31 78 3939453 -55389 257 4 Discharging
49424.39 78 3921352 -135192 257 4 Discharging
49434.47 78 3909479 -185699 256 4 Discharging
49444.54 78 3932446 -86059 256 4 Discharging
49454.61 78 3898774 -147400 256 4 Discharging
49464.69 78 3934976 -56457 256 4 Discharging
49474.75 78 3917070 -162963 256 4 Discharging
49484.81 78 3922714 -123138 256 4 Discharging
49494.90 78 3937701 -55542 256 4 Discharging
49504.98 78 3928164 -70800 256 4 Discharging
49515.05 78 3911036 -170593 256 4 Discharging
49525.13 78 3939064 -55542 256 4 Discharging
49535.21 78 3920768 -130462 255 4 Discharging
49545.29 78 3914345 -167694 255 4 Discharging
49555.37 78 3924271 -102386 256 4 Discharging
49565.45 78 3909673 -189819 255 4 Discharging
49575.52 78 3918627 -79956 255 4 Discharging
49585.60 78 3887096 -279998 255 4 Discharging
49595.67 78 3936728 -55999 255 4 Discharging
49605.75 78 3916680 -107879 255 4 Discharging
49615.84 78 3909479 -160980 256 4 Discharging
49625.92 78 3935949 -55847 255 4 Discharging
49636.00 78 3930500 -55542 255 4 Discharging
49646.08 78 3930110 -56304 255 4 Discharging
49656.15 78 3932057 -74310 255 4 Discharging
49666.22 78 3900720 -209045 255 4 Discharging
49676.30 78 3934976 -55084 255 4 Discharging
49686.38 78 3934976 -55694 255 4 Discharging
49696.46 78 3935171 -55999 255 4 Discharging
49706.56 78 3934587 -56457 255 4 Discharging
49716.63 78 3914150 -144806 255 4 Discharging
49726.70 78 3895854 -196075 255 4 Discharging
49736.77 78 3910841 -135498 255 4 Discharging
49746.85 78 3896049 -323333 255 4 Discharging
49756.92 78 3903250 -198974 255 4 Discharging
49766.97 78 3913566 -138549 255 4 Discharging
49777.06 78 3905975 -164489 255 4 Discharging
49787.13 77 3907922 -167083 255 4 Discharging
49797.21 77 3931667 -75836 255 4 Discharging
49807.29 77 3931473 -55694 254 4 Discharging
49817.37 77 3885538 -307007 255 4 Discharging
49827.43 77 3910647 -173797 254 4 Discharging
49837.51 77 3934198 -55999 255 4 Discharging
49847.59 77 3927580 -59967 254 4 Discharging
49857.67 77 3930110 -64392 255 4 Discharging
49867.76 77 3919016 -144653 254 4 Discharging
49877.84 77 3925050 -57067 254 4 Discharging
49887.91 77 3902472 -154724 254 4 Discharging
49898.00 77 3930889 -55694 254 4 Discharging
49908.07 77 3930110 -55847 254 4 Discharging
49918.15 77 3900331 -237579 254 4 Discharging
49928.23 77 3932057 -54626 254 4 Discharging
49938.31 77 3930694 -55847 254 4 Discharging
49948.39 77 3917654 -86212 253 4 Discharging
49958.48 77 3906170 -177459 254 4 Discharging
49968.54 77 3887485 -276642 254 4 Discharging
49978.61 77 3926607 -82550 253 4 Discharging
49988.68 77 3930110 -55236 253 4 Discharging
49998.76 77 3929916 -55236 253 4 Discharging
50008.84 77 3912788 -153198 253 4 Discharging
50018.92 77 3915123 -156402 253 4 Discharging
50029.00 77 3906754 -173492 253 4 Discharging
50039.09 77 3890210 -296783 253 4 Discharging
50049.16 77 3926218 -55542 253 4 Discharging
50059.26 77 3931083 -57067 253 4 Discharging
50069.34 77 3930305 -56610 253 4 Discharging
50079.42 77 3928748 -55236 253 4 Discharging
50089.50 77 3926607 -55236 253 4 Discharging
50099.60 77 3917264 -129699 253 4 Discharging
50109.67 77 3904224 -137024 253 4 Discharging
50119.75 77 3930500 -55084 253 4 Discharging
50129.82 77 3929916 -55236 253 4 Discharging
50139.92 77 3929916 -55542 253 4 Discharging
50150.00 77 3929721 -54168 252 4 Discharging
50160.09 77 3928748 -55999 252 4 Discharging
50170.18 77 3925244 -55389 252 4 Discharging
50180.27 77 3890210 -200195 252 4 Discharging
50190.35 77 3914539 -159607 252 4 Discharging
50200.44 77 3930305 -55236 252 4 Discharging
50210.52 77 3895854 -226745 252 4 Discharging
50220.61 77 3906170 -134582 252 4 Discharging
50230.67 77 3918627 -70800 252 4 Discharging
50240.76 77 3927775 -55542 252 4 Discharging
50250.85 77 3902861 -132751 252 4 Discharging
50260.94 77 3893713 -177002 252 4 Discharging
50271.03 77 3919795 -55389 252 4 Discharging
50281.10 77 3914345 -117492 252 4 Discharging
50291.19 77 3912593 -117492 251 4 Discharging
50301.28 77 3928359 -55999 252 4 Discharging
50311.35 77 3928748 -55084 251 4 Discharging
50321.43 77 3905975 -131988 251 4 Discharging
50331.51 77 3906559 -146179 252 4 Discharging
50341.58 77 3910647 -127716 251 4 Discharging
50351.67 77 3927385 -56304 251 4 Discharging
50361.75 77 3900525 -188903 251 4 Discharging
50371.85 77 3928164 -55389 251 4 Discharging
50381.93 77 3897411 -161132 251 4 Discharging
50392.01 77 3924466 -56152 251 4 Discharging
50402.09 77 3871330 -205688 251 4 Discharging
50412.16 77 3925050 -70953 251 4 Discharging
50422.24 77 3908700 -119476 251 4 Discharging
50432.33 77 3926023 -55847 251 4 Discharging
50442.41 77 3914929 -90789 250 4 Discharging
50452.50 77 3901109 -149078 250 4 Discharging
50462.59 77 3926801 -59204 250 4 Discharging
50472.67 77 3922325 -126495 250 4 Discharging
50482.75 77 3877558 -311889 250 4 Discharging
50492.82 77 3925244 -55389 250 4 Discharging
50502.90 77 3925828 -55694 250 4 Discharging
50512.97 77 3914929 -70190 250 4 Discharging
50523.05 77 3912788 -147247 250 4 Discharging
50533.13 77 3923687 -54626 250 4 Discharging
50543.22 77 3898968 -165557 250 4 Discharging
50553.29 77 3899358 -188141 250 4 Discharging
50563.37 77 3901109 -140838 250 4 Discharging
50573.46 77 3897217 -139923 250 4 Discharging
50583.52 77 3924855 -55694 250 4 Discharging
50593.61 77 3925050 -54931 250 4 Discharging
50603.69 77 3924271 -128631 250 4 Discharging
50613.78 77 3919795 -64697 250 4 Discharging
50623.86 77 3921352 -56610 250 4 Discharging
50633.93 77 3886901 -180969 250 4 Discharging
50644.01 77 3920962 -108490 250 4 Discharging
50654.09 77 3907338 -116882 250 4 Discharging
50664.18 77 3897022 -132751 250 4 Discharging
50674.26 77 3924271 -56610 250 4 Discharging
50684.33 77 3923298 -56152 250 4 Discharging
50694.42 77 3910257 -109558 250 4 Discharging
50704.50 77 3875807 -198974 250 4 Discharging
50714.58 77 3897801 -188751 250 4 Discharging
50724.66 77 3921352 -55999 250 4 Discharging
50734.75 77 3896438 -175323 250 4 Discharging
50744.83 77 3922325 -56457 250 4 Discharging
50754.91 77 3916680 -102539 250 4 Discharging
50765.00 77 3921546 -56152 250 4 Discharging
50775.08 77 3913177 -102386 250 4 Discharging
50785.16 77 3884760 -198211 250 4 Discharging
50795.23 77 3921546 -55389 249 4 Discharging
50805.31 77 3921741 -56457 249 4 Discharging
50815.39 77 3920768 -56304 249 4 Discharging
50825.47 77 3888069 -223846 249 4 Discharging
50835.55 77 3909284 -126190 249 4 Discharging
50845.63 77 3917848 -54931 249 4 Discharging
50855.70 76 3896827 -135650 249 4 Discharging
50865.79 76 3921352 -55694 249 4 Discharging
50875.90 76 3919989 -56457 249 4 Discharging
50885.98 76 3913566 -102081 249 4 Discharging
50896.06 76 3918237 -55694 249 4 Discharging
50906.14 76 3888653 -182647 249 4 Discharging
50916.22 76 3899942 -83618 249 4 Discharging
50926.34 76 3884955 -303650 249 4 Discharging
50936.42 76 3920184 -55236 249 4 Discharging
50946.50 76 3916291 -56304 249 4 Discharging
50956.57 76 3919405 -55694 249 4 Discharging
50966.66 76 3907922 -107727 249 4 Discharging
50976.75 76 3919405 -54779 249 4 Discharging
50986.82 76 3896049 -143585 249 4 Discharging
50996.90 76 3877753 -175323 249 4 Discharging
51006.98 76 3876974 -185547 249 4 Discharging
51017.05 76 3896438 -266266 249 4 Discharging
51027.12 76 3919600 -55847 248 4 Discharging
51037.21 76 3918627 -56457 249 4 Discharging
51047.29 76 3917654 -55694 249 4 Discharging
51057.37 76 3895660 -176391 249 4 Discharging
51067.46 76 3887290 -176696 249 4 Discharging
51077.53 76 3896827 -133056 249 4 Discharging
51087.62 76 3893129 -139160 248 4 Discharging
51097.70 76 3915707 -55389 248 4 Discharging
51107.79 76 3892545 -175323 248 4 Discharging
51117.85 76 3911620 -71106 248 4 Discharging
51127.93 76 3915318 -55236 248 4 Discharging
51138.01 76 3887485 -146789 248 4 Discharging
51148.09 76 3912204 -106201 248 4 Discharging
51158.17 76 3916486 -57067 249 4 Discharging
51168.25 76 3916291 -77514 248 4 Discharging
51178.33 76 3891572 -131225 248 4 Discharging
51188.41 76 3912398 -56304 248 4 Discharging
51198.49 76 3892351 -131530 248 4 Discharging
51208.58 76 3892545 -139770 248 4 Discharging
51218.66 76 3891378 -135345 248 4 Discharging
51228.73 76 3901109 -118560 248 4 Discharging
51238.82 76 3913372 -65155 248 4 Discharging
51248.90 76 3898774 -173034 248 4 Discharging
51258.99 76 3916291 -55694 248 4 Discharging
51269.07 76 3914539 -56457 248 4 Discharging
51279.16 76 3910063 -56762 248 4 Discharging
51289.22 76 3888263 -137481 248 4 Discharging
51299.30 76 3874444 -234375 248 4 Discharging
51309.38 76 3849725 -370941 247 4 Discharging
51319.47 76 3901109 -109558 247 4 Discharging
51329.56 76 3915318 -55999 247 4 Discharging
51339.64 76 3890988 -169220 247 4 Discharging
51349.73 76 3901888 -159149 247 4 Discharging
51359.81 76 3890404 -197296 248 4 Discharging
51369.88 76 3890210 -186004 247 4 Discharging
51379.96 76 3913955 -55847 247 4 Discharging
51390.04 76 3913177 -56610 247 4 Discharging
51400.12 76 3898384 -131530 247 4 Discharging
51410.20 76 3895465 -91705 247 4 Discharging
51420.28 76 3911231 -85754 247 4 Discharging
51430.36 76 3913566 -56152 247 4 Discharging
51440.45 76 3890015 -140838 247 4 Discharging
51450.52 76 3874833 -261993 247 4 Discharging
51460.58 76 3914345 -63629 247 4 Discharging
51470.67 76 3913955 -55847 247 4 Discharging
51480.74 76 3913372 -56762 247 4 Discharging
51490.82 76 3911814 -55236 247 4 Discharging
51500.92 76 3886317 -180511 247 4 Discharging
51510.99 76 3891572 -128326 247 4 Discharging
51521.07 76 3868410 -223541 247 4 Discharging
51531.15 76 3878921 -188446 247 4 Discharging
51541.22 76 3908311 -55847 247 4 Discharging
51551.29 76 3890015 -154571 247 4 Discharging
51561.36 76 3888458 -133361 247 4 Discharging
51571.44 76 3889820 -131225 246 4 Discharging
51581.51 76 3887485 -138397 246 4 Discharging
51591.58 76 3885928 -133361 246 4 Discharging
51601.66 76 3912982 -56304 247 4 Discharging
51611.73 76 3883787 -188751 246 4 Discharging
51621.81 76 3899942 -149078 246 4 Discharging
51631.89 76 3912398 -55389 246 4 Discharging
51641.97 76 3911036 -55847 246 4 Discharging
51652.05 76 3888069 -136413 246 4 Discharging
51662.13 76 3883203 -174102 247 4 Discharging
51672.21 76 3899747 -150299 246 4 Discharging
51682.29 76 3899747 -104065 246 4 Discharging
51692.37 76 3910647 -55847 246 4 Discharging
51702.44 76 3884955 -172577 246 4 Discharging
51712.52 76 3908311 -126190 246 4 Discharging
51722.60 76 3897022 -148620 246 4 Discharging
51732.68 76 3884955 -112762 246 4 Discharging
51742.77 76 3851866 -237579 246 4 Discharging
51752.84 76 3901109 -110626 246 4 Discharging
51762.92 76 3908895 -65307 246 4 Discharging
51773.00 76 3892545 -167694 246 4 Discharging
51783.08 76 3900331 -102691 246 4 Discharging
51793.17 76 3884955 -134887 246 4 Discharging
51803.24 76 3868800 -181427 246 4 Discharging
51813.31 76 3856148 -181884 245 4 Discharging
51823.39 76 3886901 -167083 245 4 Discharging
51833.47 76 3911231 -55542 245 4 Discharging
51843.55 76 3910257 -55999 245 4 Discharging
51853.63 75 3906754 -56152 245 4 Discharging
51863.70 75 3908895 -56304 245 4 Discharging
51873.78 75 3880478 -137024 245 4 Discharging
51883.86 75 3882230 -165100 245 4 Discharging
51893.94 75 3899942 -101318 245 4 Discharging
51904.02 75 3909090 -64392 245 4 Discharging
51914.10 75 3885928 -114746 245 4 Discharging
51924.19 75 3865880 -244598 245 4 Discharging
51934.27 75 3908506 -55847 245 4 Discharging
51944.35 75 3908116 -55236 245 4 Discharging
51954.44 75 3882814 -148925 245 4 Discharging
51964.53 75 3882035 -132446 245 4 Discharging
51974.61 75 3889237 -207214 245 4 Discharging
51984.70 75 3907338 -55694 245 4 Discharging
51994.79 75 3906365 -56457 245 4 Discharging
52004.87 75 3906949 -55389 245 4 Discharging
52014.93 75 3901109 -65918 245 4 Discharging
52025.01 75 3888847 -184021 245 4 Discharging
52035.09 75 3858289 -214538 245 4 Discharging
